,Classificação,Denominação,Título,Autor,Local de produção,Data de produção,Material/Técnica,Dimensões,Estado de conservação,Resumo descritivo,Mídias relacionadas,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
45,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo de Panejamento,Victor Meirelles de Lima,Itália,1854/1856 (circa),"Crayon, giz e guache sobre papel","Obra: 37,6 x 19,0 cm",Bom,"Figura masculina de perfil em pé, envolto em tecido. Cabeça virada para frente com bigode, barba e cabelo em cima da orelha.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
46,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo dos tipos populares,Victor Meirelles de Lima,Itália,1855 (circa),Grafite sobre papel,"Obra: 25,7 x 22,0 cm",Bom,"Todas as figuras estão vestidas e adornadas com lenços, xales e chapéus. Algumas figuras estão sentadas e outras em pé.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
47,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Sem título,Victor Meirelles de Lima,Itália,1853/1856,Grafite e carvão sobre papel,"Obra: 25,7 x 22,0 cm",Bom,Três figuras. Figura feminina corpo inteiro nu de perfil. Os braços e mãos esticados para frente. Pé esquerdo apoiado sobre uma base e a perna direita esticada para frente. Na lateral direita figuras nuas de costas sentadas com o torço inclinado para frente.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
48,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 26,9 x 17,9 cm",Bom,"Figura feminina de pé de perfil virada para esquerda. Braços flexionados para frente apoiados na barriga. Saia azul com avental e blusa branca. Brincos, colares de pedra vermelha e um torçado de tecido amarrado em volta do coque.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
49,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 28,8 x 19,8 cm",Bom,"Figura feminina de pé de perfil. Cabeça inclinada para baixo. Dedo indicador esquerdo apoiado ao queixo e braço direito cruzado na cintura. Veste hábito religioso bege, avental negro, toucado cinza com barra preta. Porta rosário junto à cintura.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
50,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Óleo sobre papel,"Obra: 20,9 x 16,6 cm",Bom,"Figura feminina de meio corpo de costas. Rosto de perfil para direita. Vestindo blusa branca, saia vermelha e avental branco. Na cabeça, toucado bege.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
51,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 27,4 x 20,2 cm",Bom,"Figura feminina de pé de costas. Cabeça de perfil para a direita, vestindo saia azul com barrado branco, blusa de mangas compridas vemelha com xale e avental brancos. Cabelo preto preso em coque com mantilha fixada descendo até abaixo do quadril.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
52,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 29,2 x 20,8 cm",Bom,"Figura feminina de pé de perfil. Corpo para esquerda, cabeça  para direita, braços apoiados na cintura. Vestindo saia azul com avental marrom, blusa manga comprida branca, colete marrom com laço vermelho no ombro direito, cabelo escuro preso com lenço vermelho e fivela dourada, brincos e colar.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
53,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 28,0 x 21,0 cm",Bom,"Figura feminina sentada, voltada para esquerda com rosto apoiado na mão direita. Mão esquerda apoiada no joelho esquerdo, blusa branca, avental com quatro saias, sendo uma branca com lista azul, uma vermelha com barra azul, uma branca com diversas listras coloridas. Toucado azul com enfeite vermelho preso na cabeça e descendo pelas costas, colar de contas e sapato marrom com meia branca.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
54,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 30,7 x 21,2 cm",Bom,"Figura feminina, sentada de perfil. Cabeça reclinada para baixo, pé direito sobre uma pedra, mão direita apoiada sobre as pernas e esquerda sobre uma pedra. Saia azul, avental branco, blusa branca de manga comprida , cabelo de cor preta, preso com fivela  e um torçado duplo avermelhado em volta do coque.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
55,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Vista parcial da cidade de Nossa Senhora do Desterro (atual Florianópolis),Victor Meirelles de Lima,Brasil,1846 (circa),"Aquarela, guache e grafite sobre papel colado em papel cartão","Obra: 38,8 x 61,0 cm",Bom,"Vista parcial de uma cidade. Em primeiro plano, à direita, porto e mar com embarcações. No lado esquerdo inferior, sobrados e casas de porta e janela, destacando-se as torres das igrejas. Ao fundo, morros com vegetação.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
56,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Vista parcial da cidade de Nossa Senhora do Desterro (atual Florianópolis),Victor Meirelles de Lima,Brasil,1846 (circa),Aquarela sobre papel,"Obra: 35,5 x 61,7 cm",Bom,Casario por toda composição. Ao fundo esquerdo duas torres de igreja. A direita vista de uma igreja com inscrição ilegível abaixo.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
57,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para “Batalha Naval do Riachuelo”,Victor Meirelles de Lima,Brasil,1871/1872 (circa),Grafite sobre papel,"Obra: 16,3 x 18,0 cm",Bom,Homem em posição de corrida sem camisa e com calça. Braço direito levantado na altura da cabeça.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
58,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Sem título,Victor Meirelles de Lima,Brasil,1852 (circa),Crayon sobre papel,"Obra: 19,4 x 13,7 cm",,Mão e braço direito segurando bastão com parte de vestimenta aparente.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
59,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para “Batalha dos Guararapes”,Victor Meirelles de Lima,Brasil,1874/1878 (circa),Grafite sobre papel,"Obra: 12,5 x 16,5 cm",Bom,Um braço direito com mão fechada e apoiada ao chão e um braço direito segurando um bastão. Ambos ostentam manga comprida,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
60,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 28,6 x 20,7 cm",Bom,Figura feminina sentada de lado. Pé direito sobre uma almofada amamentando uma criança. Vestido marrom de manga comprida com avental creme. Toucado listrado sobre o toucdo bege descendo sobre os ombros até a cintura.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
61,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Esboço para “Batalha dos Guararapes”,Victor Meirelles de Lima,Brasil,1874/1878 (circa),Grafite sobre papel,"Obra: 10,7 x 13,8 cm",Bom,Esboço de soldados de perfil com armas em punho.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
62,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para “Batalha dos Guararapes”,Victor Meirelles de Lima,,1874/1878,Crayon sobre papel,"Obra: 18,7 x 12,6 cm",Bom,Antebraço e mão direita com insinuação de indumentária. Mão segura um bastão.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
63,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para “Batalha Naval do Riachuelo”,Victor Meirelles de Lima,Brasil,1871/1872 (circa),Grafite sobre papel,"Obra: 23,6 x 26,0 cm",Bom,"Homem de costas deitado com o corpo reclinado apoiado sobre o cotovelo direito, com perna esquerda flexionada. Camisa de manga comprida, calça. Atravessado sobre as costas um cinturão, preso uma pequena bolsa na cintura.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
64,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para “Primeira missa no Brasil” (mãos),Victor Meirelles de Lima,,1859/1860 (circa),Grafite sobre papel,"Obra: 18,6 x 12,1 cm",Bom,"Duas mãos, direita acima da esquerda, segurando objeto em forma de bastão.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
65,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854,Aquarela sobre papel,Obra: 13 cm (diâmetro),Bom,"Figura feminina sentada em ambiente externo, com uma construção com torre ao fundo, voltada para esquerda com braço esquerdo apoiado nas pernas e braço direito apoiado em uma possível almofada. Blusa branca, saia azul. Pele e toucado brancos, colar marrom.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
66,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854,Aquarela sobre papel,"Obra: 14,0 x 11,0 cm",Bom,"Figura religiosa masculina em pé, em ambiente externo, com vestes vermelha e branca, touca vermelha, segurando uma folha de papel na mão esquerda. Cabelos e barbas castanho-claro.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
67,10 Comunicação > 10.1 Documento,Fotografia,Sem título,Álvaro de Azevedo Diaz,Brasil,__/01/2004,Fotografia p/b sobre papel de gelatina de prata,"Obra: 40,5 x 30,5 cm",Bom,Trecho curvilíneo de túnel. Iluminação desigual vinda do lado esquerdo.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
68,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Cartaz,“Florianópolis – perfis”,Aldo João Nunes,Brasil,1994,Mista. Serigrafia pintada com lápis de cor e grafite.,"Obra: 55,0 x 48,0 cm",Bom,Cinco panoramas da cidade de Florianópolis em diferentes tempos alinhados verticalmente.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
69,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Gravura,Sem título,Paulo Roberto Carapunarlo,Brasil,2002,Litografia,"Obra: 50,7 x 47,6 cm",Bom,"Duas manchas (cse, ebc) formadas por linhas negras de distintas espessuras.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
70,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,Sem título,Fernando Otávio Fuentes Lindote,,,Nanquim sobre papel,"Obra: 49,0 x 70,0 cm",Bom,Manchas negras que formam arestas de quadrilátero de traços não contínuos.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
71,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Sem título,Sérgio Ferro Pereira,França,1995 (circa),Grafite com aguada de tinta acrílica e colagem com papel alumínio,"Obra: 61,0 x 46,0 cm",Bom,Desenho de manto e pés de forma retorcida com um dos pés sobre uma base. Asa desenhada no canto superior esquerdo da obra.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
72,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,“Cyber”,Pedro Augusto Simões Pires,,2000,"Técnica mista (aquarela, pastel, grafite, crayon, tinta de impressão e lápis de cor)","Obra: 65,9 x 47,9 cm",Bom,"No primeiro plano, busto de figura humana de perfil e forma vazada branca. No segundo plano, fundo com laterais em tons de marrom e centro em tons de azul. No verso, marcas de tinta, sujidades e, na parte inferior à direita, “5”.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
73,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,Colagem,Sem título,Nádia Ribeiro,Brasil,2001,Colagem sobre papel,"Obra: 45,0 x 60,0 cm",Bom,"Sobre fundo branco, três quadriláteros grandes, sendo 1 negro e 2 em tons de cinza. Sobre quadrilátero à esquerda em tons de cinza, 3 quadrados pequenos pretos e 2 quadros brancos na parte superior. Sobre quadrilátero à direita, negro, o quadrilátero em tons de cinza e sobre este 3 retângulos brancos e 2 retângulos em tons de laranja. Ao longo da obra, 3 linhas sinuosas em tons de laranja.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
74,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,“Paisagem a caminho de Dresden”,Paulo Renato Gaiad,Alemanha,1995,Grafite e guache sobre papel,"Obra: 50,0 x 69,5 cm",Bom,"Figuras retas e em forma de cones, cobertos por coloração cinza, azul e verde.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
75,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Gravura,“Verão”,Julia Nobu Iguti da Silva,Brasil,1996,Monotipia sobre papel,"Obra: 60,6 x 42,5 cm",Bom,A obra de formas abstratas possui duas “bolas” pretas e uma faixa central na cor vermelha. No canto inferior esquerdo há uma mancha na cor cinza.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
76,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Gravura,Sem título,Alexandre Sequeira,Brasil,1992,Litografia sobre papel,"Obra: 50,5 x 70,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
77,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,,“Memória insular – mercado”,José de Quadros,Alemanha,11/1998 - 02/1999,"Mista (óleo, acrílica, carvão e giz industrial sobre papel).","Obra: 49,6 x 69,5 cm",Regular,Corredor do Mercado Público de Florianópolis retratado ao centro do papel sobre quadrado em tons de laranja com textura.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
78,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Gravura,“Entrar no Azul é Passar para o Outro Lado do Espelho III”,Lurdi Blauth,Brasil,2000,"Mista (monotipia, xilogravura, chine colle, colagem sobre papel)","Obra: 54,9 x 53,5 cm Passe-partout: 64,5 x 64,5 cm",Bom,"Sobre fundo em tons de azul, na parte inferior ao centro, em TNT, forma triangular em tons de magenta /rosa/vermelho inserido em polígono da mesma cor.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
79,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Gravura,Sem título,Alex Gama,Brasil,1990,Xilogravura colorida sobre papel,"Obra: 61,5 x 56,0 cm",Bom,"Sobre fundo em tom grafite, quadrilátero preenchido por linhas negras de diferentes espessuras que convergem para distintas direções.  Compondo com as linhas negras, 3 faixas em tons de terra em posições diagonais. No canto inferior à direita ao quadrado, assinatura e data e, à esquerda, “P/A”.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
80,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Gravura,“...Los caminos se aglomeran en vano: despertar es somar los caminos...”,Maria de Lurdes Pires,Brasil,1997,"Gravura em metal sobre papel (ponta seca, buril, água-tinta, água-forte)","Obra: 47,0 x 74,5 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
81,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Gravura,Sem título,Jandira Lorenz Bieszczad Neves,Brasil,1998,Gravura sobre papel,"Obra: 73,0 x 54,5 cm Somente imagem: 62,5 x 46,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
82,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,Sem título,Gerson Tavares,Brasil,,Aquarela sobre papel cartão,"Obra: 35,0 x 50,0 cm",Bom,"Aproximadamente em dois terços da obra, mancha em tons de azul, branco e rosa, e, na parte inferior, mancha em tons de verde e marrom. Assinatura do autor (ebc), por onde se estende mancha clara.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
83,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Homens de Papel (23)”,Antônio Diogo da Silva Parreiras,,1996,Gravura em metal sobre papel,"Obra:21,5 x 31,5 cm",Bom,"Formas que remetem a figuras humanas de diferentes tamanhos. À direita, a maior delas com o braço esticado. Na parte inferior da obra, forma que puxa veículo de tração. À esquerda, emaranhado de linhas negras.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
84,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Gravura,“Os primeiros raios deste amanhecer”,Yara Rondon Guasque Araújo,,1979,Xilogravura sobre papel,"Obra: 23,0 x 37,0 cm Somente imagem: 9,5 x 28,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
85,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,“Pescador de camarão debaixo da Ponte (Lagoa)”,Gilda Vogt Maia Rosa,Brasil,1991,Aquarela sobre papel,"Obra: 25,5 x 35,5 cm",Bom,"Paisagem retratada por mancha colorida em diagonal da parte superior esquerda à inferior direita, mancha colorida retangular no canto à esquerda da obra e mancha colorida por toda parte inferior da obra. Figura humana ao centro.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
86,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Gravura,“Fiat Lux”,Maria Flávia Gonçalves Fernandes Falci,Brasil,1994,Gravura em metal sobre papel,"Obra: 26,0 x 19,5 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
87,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Escultura, livro","Sem título, da série “Amílcares”",Alexandre Monteiro Gomes,Brasil,2002/2003,Apropriação e intervenção em publicação de arte,"Obra: 30,0 x 25,0 x 10,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
88,10 Comunicação > 10.1 Documento,Fotografia,"“Ateliê de Cléber Teixeira, Ed. Noa Noa, Fpolis”",Gilda Vogt Maia Rosa,Brasil,1997,Fotografia p/b,"Obra: 30,0 x 21,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
89,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Sem título,Aldo Beck,Brasil,1997,Aquarela sobre papel,"Obra: 24,5 x 28,5 cm",Regular,"Casario com paredes em tons de branco e rosa, janelas e portas em tons de azul e marrom e igreja. Ao centro, rua por onde circulam pessoas em direção à igreja. Céu com nuvens.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
90,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Sem título,Hiedy de Assis Corrêa,Brasil,1991,Nanquim sobre papel,"Obra: 48,0 x 33,0 cm",Bom,Desenho de barco à vela ocupando toda a extensão do suporte.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
91,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Gravura,“Amo a regra que corrige”,Rafael Maia Rosa,,1998,Gravura em metal sobre papel,"Obra: 39,0 x 47,0 cm",Bom,"Quadrado formado por linhas negras na vertical e na horizontal que se entrecruzam. Deste encontro, surgem linhas vazadas resultantes de manchas chapadas. Na parte inferior do quadrado, área em que não prevalecem linhas de cor, com inscrições.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
92,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Gravura,Sem título,Jandira Lorenz Bieszczad Neves,Brasil,1995,"Gravura em metal p/b (buril, ponta seca e água forte) sobre papel","Obra (suporte): 23,0 x 37,0 cm Somente imagem: 10,0 x 15,0 cm",Bom,"Obra figurativa, com menina no canto direito árvore ao centro e gato no centro do canto esquerdo da obra.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
