,Número de registro,Denominação,Título,Autor,Classificação,Dimensões - altura,Resumo descritivo,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
70,MCHA.0139,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,0",,"9,5","10,7",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
71,MCHA.0140,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,0",,"9,5","10,8",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
72,MCHA.0141,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,0",,"9,6","10,8",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
73,MCHA.0142,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,0",,"9,5","10,8",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
74,MCHA.0143,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,0",,"9,6","10,7",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
75,MCHA.0144,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,1",,"9,5","10,7",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
76,MCHA.0145,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,9",,"14,4",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
77,MCHA.0146,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,9",,"14,0",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
78,MCHA.0147,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,0",,"14,3",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
79,MCHA.0148,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,0",,"14,2",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
80,MCHA.0149,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,0",,"14,3",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
81,MCHA.0150,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,0",,"14,2",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
82,MCHA.0151,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,0",,"14,1",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
83,MCHA.0152,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,1",,"14,2",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
84,MCHA.0153,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,1",,"14,3",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
85,MCHA.0154,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,0",,"14,3",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
86,MCHA.0155,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,1",,"14,2",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
87,MCHA.0156,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,1",,"14,3",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
88,MCHA.0157,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"7,4","5,9",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
89,MCHA.0158,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,4",,"7,4","5,9",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
90,MCHA.0159,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"7,4","5,9",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
91,MCHA.0160,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"7,3","5,8",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
92,MCHA.0161,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"7,4","5,9",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
93,MCHA.0162,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"7,4","5,9",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
94,MCHA.0163,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"7,4","5,9",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
95,MCHA.0164,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"7,4","5,9",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
0,MCHA.0165,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"7,4","5,9",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
1,MCHA.0166,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"7,4","5,9",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
2,MCHA.0167,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"7,4","5,9",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
3,MCHA.0168,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,8",,"10,9",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
4,MCHA.0169,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,2",,"11,0",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
5,MCHA.0170,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,8",,"11,0",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
6,MCHA.0171,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,8",,"11,0",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
7,MCHA.0172,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,8",,"10,9",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
8,MCHA.0173,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,9",,"10,9",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
9,MCHA.0174,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,9",,"10,9",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
10,MCHA.0175,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,8",,"10,9",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
11,MCHA.0176,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,9",,"10,9",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
12,MCHA.0177,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,8",,"10,9",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
13,MCHA.0178,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,8",,"11,0",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
14,MCHA.0179,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,9",,"11,0",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
15,MCHA.0182,Travessa,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,0",,"29,8",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
16,MCHA.0183,Fruteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"12,3",,"12,2",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
17,MCHA.0184,Fruteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"12,6",,"22,3",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
18,MCHA.0185,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,3",,"23,0",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
19,MCHA.0186,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,5",,"22,9",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
20,MCHA.0187,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,4",,"22,7",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
21,MCHA.0188,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,5",,"22,9",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
22,MCHA.0189,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,4",,"23,0",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
23,MCHA.0190,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,3",,"22,8",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
24,MCHA.0191,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,3",,"22,9",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
25,MCHA.0192,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,4",,"22,9",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
26,MCHA.0193,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,4",,"22,8",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
27,MCHA.0194,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,4",,"23,1",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
28,MCHA.0195,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,4",,"22,9",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
29,MCHA.0196,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,3",,"23,0",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
30,MCHA.0197,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,5",,"23,0",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
31,MCHA.0198,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,4",,"22,8",,,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
